hospital_id,hospital_type,city_region,blood_type,day_of_week,month,season,temperature_c,rainfall_mm,dengue_cases_weekly,road_accidents,emergency_cases,scheduled_surgeries,holiday,blood_donation_camp,current_inventory,expected_demand_units
8,Clinic,Rural,A+,2,4,Summer,30.3,3.3,8,9,3,1,0,0,20,27
5,General,Urban,O+,1,10,Summer,29.4,49.1,4,8,5,1,1,0,138,51
7,Trauma,Urban,O-,4,7,Monsoon,28.7,128.6,8,12,18,4,0,0,220,100
23,General,Semi-Urban,B+,5,9,Monsoon,26.7,38.7,7,11,9,4,0,0,97,59
24,Trauma,Rural,B+,3,3,Summer,33.3,22.4,6,15,20,4,0,0,150,75
2,Trauma,Semi-Urban,B-,2,10,Summer,35.7,27.3,6,13,18,2,1,0,229,79
16,General,Semi-Urban,O+,2,10,Summer,34.4,12.9,2,8,9,9,0,0,86,59
6,General,Urban,B+,6,2,Winter,17.9,0.7,6,6,10,2,0,1,171,65
5,General,Urban,O-,7,5,Summer,29.8,15.1,4,12,17,1,0,0,114,72
8,Clinic,Rural,B-,6,9,Monsoon,22.0,37.7,6,13,4,2,0,0,20,28
5,General,Urban,A+,4,11,Summer,31.9,18.7,6,15,8,8,0,1,132,76
13,Clinic,Rural,O-,6,9,Monsoon,23.7,52.6,11,14,8,7,0,0,20,43
25,General,Semi-Urban,AB+,3,6,Monsoon,27.8,121.4,15,15,14,5,0,0,80,75
15,Trauma,Urban,A+,1,4,Summer,28.6,9.0,4,6,5,2,0,0,266,75
19,Clinic,Rural,A+,3,11,Summer,32.7,15.6,9,18,4,3,0,0,20,41
13,Clinic,Rural,B+,5,11,Summer,33.5,22.9,9,9,1,3,0,0,22,31
1,Trauma,Rural,O+,5,11,Summer,33.9,23.3,7,18,33,2,0,0,150,91
3,Clinic,Urban,B+,7,4,Summer,35.2,6.3,7,7,6,1,0,0,60,38
7,Trauma,Urban,O+,7,6,Monsoon,26.0,72.1,7,14,17,2,0,0,222,95
7,Trauma,Urban,A-,2,3,Summer,32.0,10.3,8,3,13,1,1,0,223,81
22,Clinic,Urban,B+,1,12,Winter,21.7,4.3,9,7,4,3,0,0,46,36
22,Clinic,Urban,B+,2,11,Summer,33.0,28.6,7,6,2,3,0,0,57,31
22,Clinic,Urban,O+,7,3,Summer,38.3,11.3,4,12,3,1,0,0,57,31
16,General,Semi-Urban,O+,6,3,Summer,33.0,17.4,12,6,6,2,0,0,88,55
14,Trauma,Semi-Urban,A+,1,7,Monsoon,27.0,78.5,11,9,11,4,0,0,189,77
17,Trauma,Semi-Urban,B+,2,5,Summer,33.6,7.1,5,16,19,10,0,0,150,97
11,General,Semi-Urban,O+,4,6,Monsoon,27.7,24.2,8,9,19,8,0,0,119,74
17,Trauma,Semi-Urban,O+,5,5,Summer,32.7,8.6,10,17,23,2,0,0,150,99
20,General,Urban,B+,7,9,Monsoon,27.3,33.0,10,17,11,2,1,0,133,73
20,General,Urban,O+,6,11,Summer,38.6,4.5,3,7,10,4,0,0,135,64
16,General,Semi-Urban,A+,2,12,Winter,21.1,4.5,6,13,7,8,0,1,108,63
2,Trauma,Semi-Urban,A-,1,6,Monsoon,30.2,121.8,22,13,32,3,0,0,218,108
19,Clinic,Rural,B+,5,10,Summer,30.0,24.0,6,13,4,2,0,0,20,31
10,General,Urban,B+,4,9,Monsoon,23.5,15.4,4,10,11,4,0,1,190,68
19,Clinic,Rural,A+,7,3,Summer,34.7,21.3,7,7,2,1,0,0,20,22
14,Trauma,Semi-Urban,O+,5,10,Summer,36.3,0.6,9,9,13,5,0,0,196,79
23,General,Semi-Urban,B+,4,5,Summer,32.4,7.2,4,8,8,7,0,1,124,62
9,General,Urban,O+,3,8,Monsoon,24.9,78.7,13,15,17,2,1,0,98,79
24,Trauma,Rural,AB+,1,9,Monsoon,31.2,52.9,10,13,20,3,0,0,150,75
22,Clinic,Urban,B+,7,12,Winter,20.1,3.5,2,14,0,3,0,0,48,35
9,General,Urban,O+,6,12,Winter,21.2,4.1,8,10,13,1,0,1,128,67
13,Clinic,Rural,B+,2,10,Summer,32.7,0.4,3,7,1,3,0,0,31,23
14,Trauma,Semi-Urban,O+,5,7,Monsoon,25.4,124.4,9,11,18,3,0,0,184,83
20,General,Urban,A+,3,5,Summer,36.8,8.1,10,6,11,6,0,0,154,70
18,Trauma,Semi-Urban,O+,4,6,Monsoon,26.2,145.1,19,17,17,5,0,0,204,98
22,Clinic,Urban,B+,6,12,Winter,16.2,6.1,12,8,3,0,0,0,51,35
10,General,Urban,O+,6,3,Summer,31.3,13.3,7,20,12,2,0,1,181,77
13,Clinic,Rural,B+,2,7,Monsoon,25.5,162.0,25,14,5,1,0,0,21,39
11,General,Semi-Urban,A+,3,9,Monsoon,29.6,43.4,11,11,7,8,0,0,119,66
23,General,Semi-Urban,O+,6,1,Winter,13.5,2.1,5,7,8,7,0,0,115,61
8,Clinic,Rural,A+,7,8,Monsoon,28.9,14.9,5,16,4,1,0,0,20,31
15,Trauma,Urban,B+,1,4,Summer,31.9,18.1,10,15,24,4,0,0,250,110
4,Clinic,Semi-Urban,O+,6,4,Summer,33.4,12.4,2,15,4,1,0,1,46,34
22,Clinic,Urban,O+,4,8,Monsoon,26.6,78.0,14,9,7,0,0,0,43,38
10,General,Urban,A-,5,1,Winter,17.3,2.9,3,10,9,7,0,0,164,68
9,General,Urban,O+,1,2,Winter,17.1,2.6,8,6,6,4,0,0,98,63
15,Trauma,Urban,O+,5,6,Monsoon,25.7,34.9,7,7,8,6,0,1,287,86
13,Clinic,Rural,O+,5,8,Monsoon,25.3,28.9,3,7,3,3,0,0,25,22
22,Clinic,Urban,B+,5,2,Winter,22.0,10.5,10,3,3,1,0,0,54,29
14,Trauma,Semi-Urban,AB+,6,5,Summer,34.1,16.9,4,12,16,4,0,0,192,79
13,Clinic,Rural,B+,7,4,Summer,33.6,10.5,8,10,4,5,0,0,26,34
3,Clinic,Urban,B+,6,7,Monsoon,25.1,69.3,5,12,3,2,0,0,59,33
1,Trauma,Rural,B+,6,4,Summer,32.8,15.6,8,9,21,3,0,0,150,70
10,General,Urban,O+,7,1,Winter,16.1,7.6,7,6,10,1,1,0,159,58
25,General,Semi-Urban,A+,5,7,Monsoon,29.3,96.4,14,14,14,6,0,0,89,74
23,General,Semi-Urban,B+,5,11,Summer,31.7,46.2,7,8,6,4,0,0,106,55
16,General,Semi-Urban,O+,4,8,Monsoon,20.3,130.8,23,19,26,6,0,0,80,100
16,General,Semi-Urban,O+,6,5,Summer,34.2,8.1,4,12,8,3,0,0,96,54
10,General,Urban,O+,1,6,Monsoon,26.2,28.3,4,9,9,8,0,0,151,71
5,General,Urban,O+,4,2,Winter,16.2,7.3,6,8,5,9,0,0,115,68
1,Trauma,Rural,A+,3,3,Summer,36.7,5.2,6,8,18,2,0,0,150,67
9,General,Urban,A-,7,6,Monsoon,18.8,145.5,19,20,26,2,0,0,92,97
8,Clinic,Rural,A+,1,8,Monsoon,31.7,112.0,17,17,3,3,0,0,20,42
5,General,Urban,B+,5,6,Monsoon,30.2,23.0,11,8,16,4,0,0,115,78
7,Trauma,Urban,AB+,2,12,Winter,16.1,4.4,3,9,18,1,1,0,233,86
1,Trauma,Rural,A+,7,8,Monsoon,25.6,123.1,19,12,24,3,0,0,150,84
16,General,Semi-Urban,O+,6,1,Winter,19.5,2.6,3,10,8,2,0,0,84,52
24,Trauma,Rural,A+,2,7,Monsoon,28.6,64.0,9,15,16,5,0,0,150,74
18,Trauma,Semi-Urban,O+,7,7,Monsoon,25.1,70.2,9,14,20,4,0,0,219,92
12,General,Urban,B+,4,1,Winter,13.1,7.2,4,7,11,4,0,0,162,66
11,General,Semi-Urban,B+,7,5,Summer,40.3,8.4,9,21,20,4,0,0,96,81
8,Clinic,Rural,O+,6,11,Summer,36.9,2.0,1,7,1,1,0,0,20,15
4,Clinic,Semi-Urban,A-,1,5,Summer,34.5,12.4,4,12,3,2,0,0,35,32
15,Trauma,Urban,O+,2,6,Monsoon,27.5,14.2,10,10,20,5,0,0,256,102
15,Trauma,Urban,A+,3,3,Summer,35.9,14.9,4,5,19,3,0,0,257,92
1,Trauma,Rural,A+,2,1,Winter,20.2,1.4,6,5,17,1,0,0,150,63
11,General,Semi-Urban,O-,1,4,Summer,27.7,10.1,6,8,9,7,0,0,122,62
7,Trauma,Urban,A+,7,10,Summer,32.9,4.9,9,16,19,5,0,0,224,108
5,General,Urban,O+,7,12,Winter,16.6,8.9,7,9,9,0,0,1,140,62
18,Trauma,Semi-Urban,O+,4,8,Monsoon,26.5,111.3,16,8,21,8,0,0,220,96
14,Trauma,Semi-Urban,O+,2,10,Summer,36.3,4.6,7,13,20,5,0,0,177,88
16,General,Semi-Urban,O+,2,8,Monsoon,21.6,95.8,18,16,11,6,0,0,80,75
18,Trauma,Semi-Urban,O-,7,8,Monsoon,23.0,29.8,7,5,9,4,0,0,209,69
25,General,Semi-Urban,AB-,3,6,Monsoon,25.0,72.7,17,10,7,6,0,0,92,63
21,General,Urban,A+,1,1,Winter,18.5,7.6,6,10,10,7,0,0,155,70
16,General,Semi-Urban,O+,3,5,Summer,36.5,15.9,6,9,14,5,0,0,84,63
22,Clinic,Urban,AB-,4,11,Summer,38.9,5.2,8,17,5,4,0,0,44,46
12,General,Urban,B+,5,7,Monsoon,26.1,25.3,6,7,7,6,0,0,148,65
25,General,Semi-Urban,AB+,3,10,Summer,36.5,17.6,7,9,8,9,0,1,111,66
20,General,Urban,A+,7,1,Winter,20.1,10.1,5,9,11,5,0,0,140,69
17,Trauma,Semi-Urban,O-,5,3,Summer,35.6,10.5,8,11,22,4,0,0,150,90
23,General,Semi-Urban,A+,7,4,Summer,33.9,25.6,3,11,12,2,0,0,106,57
13,Clinic,Rural,O+,3,5,Summer,32.8,16.1,5,17,7,3,0,0,20,38
19,Clinic,Rural,A+,5,12,Winter,14.8,5.0,5,2,2,3,0,0,21,20
8,Clinic,Rural,O+,3,6,Monsoon,23.6,29.1,14,8,6,0,1,0,20,25
25,General,Semi-Urban,B+,5,8,Monsoon,28.0,72.2,12,7,3,3,0,0,93,51
16,General,Semi-Urban,B+,6,8,Monsoon,26.8,76.2,20,9,14,3,0,0,80,69
20,General,Urban,A+,3,6,Monsoon,25.8,9.6,9,6,6,7,0,1,168,63
12,General,Urban,A-,7,12,Winter,20.0,1.9,8,11,13,3,1,0,156,70
22,Clinic,Urban,O+,7,3,Summer,33.4,7.3,4,13,4,1,0,0,49,36
2,Trauma,Semi-Urban,B+,7,1,Winter,15.3,1.4,9,16,29,2,0,0,203,98
3,Clinic,Urban,AB+,2,9,Monsoon,26.2,70.1,11,10,3,4,0,1,77,40
13,Clinic,Rural,A+,6,8,Monsoon,29.5,140.7,22,18,10,3,0,0,20,52
19,Clinic,Rural,O+,1,4,Summer,30.9,20.5,8,14,3,3,0,0,20,31
21,General,Urban,O-,1,11,Summer,34.6,28.8,6,9,11,7,0,0,156,69
12,General,Urban,A+,7,2,Winter,17.8,6.5,6,11,15,3,0,0,146,75
17,Trauma,Semi-Urban,O-,2,4,Summer,31.7,14.2,10,8,20,6,0,0,168,86
14,Trauma,Semi-Urban,A-,7,2,Winter,17.1,8.4,3,15,19,1,0,0,199,82
25,General,Semi-Urban,A+,4,3,Summer,29.3,7.8,7,6,11,6,0,0,93,60
17,Trauma,Semi-Urban,O-,3,9,Monsoon,27.3,81.8,22,13,32,4,0,0,150,110
11,General,Semi-Urban,O+,1,9,Monsoon,22.9,253.3,26,22,18,4,0,0,88,91
25,General,Semi-Urban,A+,5,8,Monsoon,30.2,56.2,9,9,8,5,0,0,95,59
3,Clinic,Urban,B+,6,11,Summer,33.7,0.8,3,10,5,1,1,1,80,28
25,General,Semi-Urban,A+,4,1,Winter,16.3,0.9,8,11,16,2,1,0,87,63
4,Clinic,Semi-Urban,A+,6,8,Monsoon,30.5,75.4,9,20,6,1,0,0,20,46
8,Clinic,Rural,AB+,3,2,Winter,14.9,1.4,3,5,3,0,0,0,20,17
21,General,Urban,B+,4,12,Winter,15.8,0.8,4,3,9,10,0,0,148,71
19,Clinic,Rural,O+,3,8,Monsoon,21.5,146.1,20,11,11,2,0,1,39,45
25,General,Semi-Urban,O+,5,10,Summer,37.9,16.2,4,8,9,6,0,0,98,58
19,Clinic,Rural,O+,1,7,Monsoon,32.6,10.4,6,12,2,1,0,0,20,26
16,General,Semi-Urban,O-,4,5,Summer,29.0,23.9,8,11,10,3,0,0,92,60
9,General,Urban,O-,4,9,Monsoon,24.6,297.0,37,19,17,4,0,0,80,102
1,Trauma,Rural,O+,4,11,Summer,34.2,6.5,7,13,21,2,0,0,150,76
4,Clinic,Semi-Urban,A+,4,3,Summer,32.5,16.4,4,12,1,6,0,0,22,36
8,Clinic,Rural,A+,5,11,Summer,33.9,4.5,2,9,5,2,0,0,20,27
2,Trauma,Semi-Urban,B+,4,9,Monsoon,26.6,92.5,22,9,14,2,0,0,221,83
13,Clinic,Rural,O+,2,2,Winter,19.2,4.8,8,9,1,3,0,1,59,26
20,General,Urban,A-,2,12,Winter,15.1,3.0,12,9,9,11,0,0,132,79
25,General,Semi-Urban,O+,5,3,Summer,34.6,5.7,6,9,16,4,0,1,119,64
13,Clinic,Rural,B+,7,8,Monsoon,23.7,55.6,8,13,5,3,0,0,23,30
22,Clinic,Urban,B+,6,2,Winter,16.8,0.5,3,11,2,1,0,1,63,31
25,General,Semi-Urban,B+,5,3,Summer,28.8,11.8,10,10,7,5,0,1,108,61
22,Clinic,Urban,B+,7,8,Monsoon,25.8,227.7,30,21,6,2,0,0,40,64
12,General,Urban,A+,7,9,Monsoon,25.3,25.7,6,17,18,2,0,1,172,79
9,General,Urban,O+,4,9,Monsoon,29.8,197.9,26,17,19,4,0,0,95,96
25,General,Semi-Urban,B+,1,5,Summer,33.8,9.0,3,8,10,4,0,0,98,55
7,Trauma,Urban,AB+,5,10,Summer,34.4,1.6,4,9,19,11,0,0,193,107
11,General,Semi-Urban,O-,5,1,Winter,17.9,6.0,5,11,11,6,0,0,114,66
2,Trauma,Semi-Urban,A+,2,11,Summer,27.6,12.0,9,8,15,9,0,1,248,86
20,General,Urban,O+,6,4,Summer,28.0,4.1,6,11,19,7,0,0,150,81
17,Trauma,Semi-Urban,O+,7,8,Monsoon,26.0,44.9,8,14,21,3,0,0,164,89
3,Clinic,Urban,O+,3,11,Summer,34.8,7.2,7,15,2,0,1,0,52,34
6,General,Urban,O+,4,4,Summer,33.3,10.0,4,4,3,5,0,0,150,54
14,Trauma,Semi-Urban,A+,2,5,Summer,31.4,12.9,5,11,19,3,0,0,206,84
14,Trauma,Semi-Urban,AB+,2,10,Summer,33.3,13.2,5,13,22,2,0,0,195,86
21,General,Urban,A-,2,11,Summer,33.0,19.6,6,8,9,7,0,0,144,68
7,Trauma,Urban,B-,3,3,Summer,36.3,11.6,8,9,17,6,0,0,210,98
24,Trauma,Rural,O+,2,7,Monsoon,29.2,104.6,12,8,20,2,0,0,150,71
12,General,Urban,O+,2,4,Summer,32.3,12.0,3,11,11,6,0,0,163,71
21,General,Urban,O+,4,7,Monsoon,26.9,3.6,4,10,14,6,0,0,144,77
6,General,Urban,B+,5,5,Summer,34.8,3.4,3,9,12,4,0,0,154,65
1,Trauma,Rural,A+,3,1,Winter,19.3,1.3,2,6,11,0,1,0,150,45
2,Trauma,Semi-Urban,O+,4,12,Winter,23.0,3.2,4,10,18,4,0,0,236,78
10,General,Urban,O-,2,8,Monsoon,26.9,86.5,12,12,6,6,0,1,182,71
24,Trauma,Rural,O-,5,6,Monsoon,30.5,66.8,9,20,35,2,1,0,150,98
2,Trauma,Semi-Urban,O+,5,2,Winter,14.5,4.7,4,7,7,3,0,1,244,67
10,General,Urban,O-,7,1,Winter,16.1,5.2,5,10,8,3,0,1,174,65
3,Clinic,Urban,A+,1,6,Monsoon,20.6,72.2,17,5,4,2,0,0,53,36
24,Trauma,Rural,A-,6,8,Monsoon,27.5,139.2,19,18,27,2,0,0,150,92
17,Trauma,Semi-Urban,O+,3,4,Summer,35.9,8.8,3,6,13,2,0,0,175,69
20,General,Urban,B-,1,9,Monsoon,19.3,100.2,14,14,10,11,0,0,141,87
18,Trauma,Semi-Urban,B-,5,5,Summer,34.6,0.7,6,5,18,6,0,1,231,78
17,Trauma,Semi-Urban,AB+,2,1,Winter,19.8,2.9,6,11,15,6,0,0,163,86
20,General,Urban,B+,2,7,Monsoon,28.6,143.0,16,9,14,6,0,0,149,77
1,Trauma,Rural,O+,7,3,Summer,30.4,11.3,5,9,13,2,0,0,150,62
22,Clinic,Urban,B+,2,1,Winter,20.3,1.2,9,8,4,7,0,0,51,42
19,Clinic,Rural,O+,4,2,Winter,18.0,3.8,8,15,8,4,0,0,20,42
19,Clinic,Rural,A+,2,4,Summer,35.8,9.1,3,3,1,3,0,0,25,16
10,General,Urban,A+,1,7,Monsoon,26.6,103.0,19,11,17,5,0,0,158,87
21,General,Urban,B+,1,12,Winter,19.1,1.6,4,14,11,4,0,0,155,70
10,General,Urban,B-,1,3,Summer,37.3,9.7,8,6,7,2,0,0,164,61
2,Trauma,Semi-Urban,O-,4,1,Winter,17.4,1.1,5,7,11,3,0,0,234,71
23,General,Semi-Urban,A+,4,3,Summer,34.9,7.2,5,11,16,6,0,0,95,66
6,General,Urban,A+,1,4,Summer,37.7,12.6,5,8,15,7,0,0,155,76
3,Clinic,Urban,O+,3,3,Summer,33.6,1.9,4,8,7,2,0,0,55,37
16,General,Semi-Urban,B-,2,4,Summer,30.6,10.0,1,10,9,12,0,0,84,67
6,General,Urban,AB-,4,12,Winter,20.0,0.9,6,11,14,5,0,0,139,75
22,Clinic,Urban,O+,7,5,Summer,38.3,8.6,3,14,9,1,0,0,44,43
12,General,Urban,O+,5,8,Monsoon,30.9,22.4,9,8,10,6,0,1,182,70
1,Trauma,Rural,B+,7,9,Monsoon,29.1,272.9,25,19,20,2,0,0,150,86
24,Trauma,Rural,O+,2,2,Winter,11.0,5.8,9,11,18,7,0,0,150,77
13,Clinic,Rural,A+,2,3,Summer,32.1,9.1,4,5,3,3,0,0,31,20
7,Trauma,Urban,AB+,6,5,Summer,32.2,28.5,5,10,15,1,0,1,252,89
17,Trauma,Semi-Urban,O+,3,6,Monsoon,27.1,44.2,6,6,19,5,0,1,185,80
14,Trauma,Semi-Urban,O+,6,1,Winter,23.1,7.0,3,13,9,2,0,0,198,73
1,Trauma,Rural,O+,4,8,Monsoon,23.8,104.6,27,10,16,7,0,1,150,83
19,Clinic,Rural,O+,2,4,Summer,40.7,6.1,10,10,8,5,0,0,22,41
11,General,Semi-Urban,B+,6,4,Summer,32.9,16.8,10,11,6,4,0,0,115,57
18,Trauma,Semi-Urban,B+,4,8,Monsoon,24.7,147.1,22,13,28,6,0,0,204,109
23,General,Semi-Urban,AB-,6,12,Winter,20.5,3.0,11,10,10,3,1,0,101,59
16,General,Semi-Urban,AB-,4,11,Summer,36.8,19.3,13,14,16,7,0,1,95,80
17,Trauma,Semi-Urban,O-,1,12,Winter,19.9,5.2,5,9,17,7,0,1,160,84
7,Trauma,Urban,O+,5,5,Summer,31.7,13.5,5,10,13,5,0,0,206,92
6,General,Urban,O+,1,2,Winter,19.5,0.8,6,6,14,5,0,0,148,69
11,General,Semi-Urban,B+,5,3,Summer,30.9,13.1,9,12,15,11,0,0,99,81
22,Clinic,Urban,O+,3,5,Summer,31.6,10.1,6,5,3,7,0,0,54,38
14,Trauma,Semi-Urban,O+,6,4,Summer,33.7,16.0,3,9,14,3,0,0,202,76
9,General,Urban,A+,7,3,Summer,31.5,4.4,8,12,15,1,0,0,106,70
20,General,Urban,B-,3,2,Winter,21.2,5.6,12,13,15,7,0,0,129,83
22,Clinic,Urban,O+,7,3,Summer,32.3,6.9,3,11,1,3,0,0,57,32
23,General,Semi-Urban,A+,1,8,Monsoon,26.3,34.3,4,11,14,5,0,0,92,66
8,Clinic,Rural,AB+,1,6,Monsoon,24.4,124.5,16,8,3,6,0,1,20,37
18,Trauma,Semi-Urban,O+,7,1,Winter,21.1,8.3,6,8,15,1,0,0,200,73
15,Trauma,Urban,A+,5,7,Monsoon,25.0,86.0,13,7,14,6,0,0,256,96
12,General,Urban,A+,4,11,Summer,37.4,27.6,7,7,10,0,1,0,147,58
10,General,Urban,A+,2,6,Monsoon,30.2,45.9,15,4,5,3,0,0,162,63
3,Clinic,Urban,A+,3,4,Summer,32.7,5.1,11,9,3,4,0,0,53,39
7,Trauma,Urban,B-,5,4,Summer,34.1,23.1,7,10,18,4,0,0,200,99
14,Trauma,Semi-Urban,O+,6,5,Summer,32.6,16.1,8,10,26,0,1,0,204,84
23,General,Semi-Urban,O+,7,4,Summer,35.6,3.1,4,13,10,3,0,0,98,62
22,Clinic,Urban,A+,3,12,Winter,17.4,8.8,6,11,7,3,0,0,46,41
5,General,Urban,B+,4,12,Winter,16.7,2.9,7,8,9,0,1,0,130,58
17,Trauma,Semi-Urban,A-,2,5,Summer,34.1,10.8,13,13,20,3,0,0,150,87
3,Clinic,Urban,O+,1,12,Winter,13.3,9.7,11,11,6,6,0,0,58,48
17,Trauma,Semi-Urban,AB-,4,11,Summer,33.8,28.2,8,16,19,9,0,1,180,99
9,General,Urban,B+,5,1,Winter,19.9,7.6,10,7,6,10,0,0,109,70
12,General,Urban,O+,1,6,Monsoon,27.4,46.0,14,10,6,8,0,1,175,74
18,Trauma,Semi-Urban,A+,3,8,Monsoon,29.9,96.2,16,14,34,7,0,0,184,115
11,General,Semi-Urban,B+,5,6,Monsoon,25.9,109.7,16,11,14,10,0,0,115,79
21,General,Urban,O+,6,6,Monsoon,25.6,35.9,6,10,11,2,0,0,163,64
14,Trauma,Semi-Urban,A+,7,6,Monsoon,23.6,25.4,7,5,16,3,0,0,195,74
25,General,Semi-Urban,B+,3,9,Monsoon,25.8,69.9,11,12,15,8,0,1,114,74
16,General,Semi-Urban,A+,3,4,Summer,39.9,19.5,6,11,10,7,0,0,93,62
8,Clinic,Rural,O+,7,8,Monsoon,27.8,5.3,7,10,1,4,0,0,20,32
20,General,Urban,A+,5,3,Summer,32.2,11.5,9,7,9,5,0,0,137,70
11,General,Semi-Urban,B+,2,11,Summer,31.0,3.7,5,8,12,6,0,0,108,63
14,Trauma,Semi-Urban,O+,5,2,Winter,13.2,6.0,7,11,22,9,0,0,201,99
4,Clinic,Semi-Urban,B-,2,1,Winter,15.5,4.0,6,10,4,6,0,0,33,36
3,Clinic,Urban,A+,4,1,Winter,20.3,1.0,8,7,7,2,0,0,52,35
15,Trauma,Urban,A-,3,5,Summer,32.7,21.2,5,5,14,6,0,0,271,89
5,General,Urban,A+,7,8,Monsoon,24.1,98.7,10,15,16,5,0,0,108,84
25,General,Semi-Urban,A+,1,12,Winter,15.5,2.6,3,7,9,4,0,0,103,53
22,Clinic,Urban,AB+,6,6,Monsoon,28.9,275.2,29,14,4,5,0,1,52,58
18,Trauma,Semi-Urban,A+,2,3,Summer,33.8,9.8,1,5,15,2,0,1,242,68
19,Clinic,Rural,B+,1,5,Summer,32.1,7.0,1,10,3,1,1,0,25,18
15,Trauma,Urban,O-,5,2,Winter,17.1,4.8,7,6,10,1,0,0,280,81
2,Trauma,Semi-Urban,O+,5,6,Monsoon,33.6,219.9,25,12,27,5,0,0,211,108
10,General,Urban,B+,1,9,Monsoon,30.7,5.9,7,4,6,2,0,0,154,58
13,Clinic,Rural,B-,1,1,Winter,22.4,6.9,11,11,2,3,0,0,29,31
23,General,Semi-Urban,AB-,1,10,Summer,28.7,17.4,5,12,13,7,0,0,97,70
6,General,Urban,B-,3,3,Summer,33.5,28.7,4,13,13,7,0,0,160,78
13,Clinic,Rural,A+,1,9,Monsoon,25.1,175.1,24,10,5,2,0,0,20,42
9,General,Urban,O+,5,10,Summer,35.6,15.1,3,8,6,5,0,0,110,62
4,Clinic,Semi-Urban,O+,1,10,Summer,37.2,17.1,8,7,2,4,0,0,30,32
3,Clinic,Urban,B-,6,9,Monsoon,28.0,86.3,17,14,4,1,0,0,49,46
10,General,Urban,O+,7,9,Monsoon,24.4,203.1,23,13,22,3,0,0,141,95
3,Clinic,Urban,A+,6,3,Summer,32.0,6.0,7,11,4,2,0,0,49,35
2,Trauma,Semi-Urban,O-,7,2,Winter,19.9,3.4,10,5,20,0,1,0,240,75
9,General,Urban,O-,7,5,Summer,36.2,19.6,8,11,6,2,0,0,116,65
6,General,Urban,B-,1,8,Monsoon,27.4,148.2,21,12,17,3,0,0,138,85
14,Trauma,Semi-Urban,O+,3,8,Monsoon,27.4,148.5,14,13,22,4,0,0,183,94
1,Trauma,Rural,A+,6,10,Summer,34.2,16.1,7,13,25,1,0,0,150,81
8,Clinic,Rural,A+,3,4,Summer,34.8,21.4,8,10,6,1,0,0,20,27
12,General,Urban,O-,6,11,Summer,36.1,17.1,8,8,12,6,0,0,161,70
25,General,Semi-Urban,O+,6,6,Monsoon,28.9,232.6,33,26,20,3,0,0,85,98
16,General,Semi-Urban,O+,7,3,Summer,34.1,5.8,4,13,16,5,0,0,80,71
23,General,Semi-Urban,O+,3,9,Monsoon,26.9,148.8,18,14,12,3,0,0,109,68
9,General,Urban,O+,3,2,Winter,17.7,3.0,7,3,10,4,0,0,95,61
12,General,Urban,B+,1,5,Summer,31.7,12.7,1,11,9,5,0,0,149,66
11,General,Semi-Urban,AB+,2,10,Summer,31.6,35.7,10,6,13,3,0,1,124,61
23,General,Semi-Urban,A-,2,10,Summer,35.6,35.3,7,9,11,3,0,0,103,60
24,Trauma,Rural,A+,4,4,Summer,31.9,29.5,6,11,22,8,0,0,150,82
25,General,Semi-Urban,AB+,3,2,Winter,20.4,2.2,2,6,5,4,0,0,95,47
19,Clinic,Rural,O+,6,1,Winter,17.8,2.0,2,8,0,3,0,0,20,22
13,Clinic,Rural,O+,6,2,Winter,20.5,1.0,1,8,3,1,0,1,53,22
14,Trauma,Semi-Urban,A+,6,10,Summer,35.9,31.2,5,13,23,1,1,0,187,84
25,General,Semi-Urban,O-,1,10,Summer,36.5,4.8,2,8,10,7,0,0,103,60
8,Clinic,Rural,O+,4,7,Monsoon,25.6,66.7,10,13,5,2,0,0,20,36
9,General,Urban,B+,6,7,Monsoon,28.2,57.4,6,10,11,4,0,0,91,69
23,General,Semi-Urban,O+,2,4,Summer,36.2,7.0,4,6,4,6,0,0,118,49
10,General,Urban,O+,3,3,Summer,29.3,1.9,8,9,10,8,0,0,155,74
6,General,Urban,O+,6,1,Winter,23.1,2.4,6,13,10,1,0,1,174,69
15,Trauma,Urban,AB+,6,9,Monsoon,33.8,96.1,15,14,21,1,0,0,266,108
9,General,Urban,O+,6,1,Winter,20.8,1.2,13,11,9,8,0,0,110,78
23,General,Semi-Urban,O-,4,2,Winter,20.4,1.8,9,11,12,3,1,0,94,61
23,General,Semi-Urban,O+,3,10,Summer,35.8,28.2,6,6,6,7,0,0,115,54
8,Clinic,Rural,O+,3,7,Monsoon,26.0,39.9,7,7,9,4,0,0,20,35
14,Trauma,Semi-Urban,A+,5,6,Monsoon,26.7,79.1,12,11,33,2,0,0,171,103
25,General,Semi-Urban,O+,3,3,Summer,36.9,11.5,7,13,11,4,0,1,122,62
19,Clinic,Rural,O+,3,2,Winter,15.1,1.8,7,4,7,2,0,0,22,27
6,General,Urban,B+,2,6,Monsoon,23.8,160.0,24,10,7,10,0,0,137,85
15,Trauma,Urban,A+,4,5,Summer,32.8,27.5,11,15,18,7,0,0,258,107
16,General,Semi-Urban,O+,2,7,Monsoon,29.0,25.0,6,9,6,6,0,0,94,59
17,Trauma,Semi-Urban,O+,4,2,Winter,15.4,2.2,1,12,14,4,0,1,182,76
1,Trauma,Rural,O+,7,3,Summer,33.3,5.9,7,13,19,1,0,0,150,69
8,Clinic,Rural,O+,6,2,Winter,17.7,2.6,6,8,4,2,0,0,20,28
